V 0 :0.993261 -0.0860012 -0.0776987 -0.0833676 -0.0644111 -0.994435 0.0805179 0.994211 -0.0711468 ,-0.999525 0.0296153 -0.00852233 0.00750192 -0.0343975 -0.99938 -0.0298901 -0.998969 0.0341589 ,-0.999525 0.00750192 -0.0298901 0.0296153 -0.0343975 -0.998969 -0.00852233 -0.99938 0.0341589 ,-0.995821 -0.0481515 0.0776014 0.05576 -0.993518 0.0990653 0.0723282 0.102978 0.99205 ,0.00698032 0.0259224 -0.0703598 ,0.0472799 -0.0474432 -0.0682 ,0.0455748 -0.0711618 -0.0446813 ,0.0463182 0.00340709 0.0696725 ,19.3055
V 158 :0.97868 -0.205383 0.00207357 0.00979556 0.0365884 -0.999282 0.20516 0.977998 0.0378201 ,-0.999525 0.0296153 -0.00852233 0.00750192 -0.0343975 -0.99938 -0.0298901 -0.998969 0.0341589 ,-0.999525 0.00750192 -0.0298901 0.0296153 -0.0343975 -0.998969 -0.00852233 -0.99938 0.0341589 ,-0.984274 -0.176301 -0.0111221 0.176327 -0.984331 -0.00140798 -0.0106996 -0.00334697 0.999937 ,-1.41441 -0.129567 -2.31578 ,0.0472799 -0.0474432 -0.0682 ,0.0455748 -0.0711618 -0.0446813 ,1.89244 1.90093 0.00597016 ,19.3055
V 159 :0.998611 -0.0516694 -0.0103618 -0.0113556 -0.0189773 -0.999755 0.0514601 0.998484 -0.0195378 ,-0.999525 0.0296153 -0.00852233 0.00750192 -0.0343975 -0.99938 -0.0298901 -0.998969 0.0341589 ,-0.999525 0.00750192 -0.0298901 0.0296153 -0.0343975 -0.998969 -0.00852233 -0.99938 0.0341589 ,-0.99976 -0.0214423 0.00459588 0.0216577 -0.998332 0.0535131 0.00344077 0.0535998 0.998557 ,-1.78525 0.0311392 -2.29002 ,0.0472799 -0.0474432 -0.0682 ,0.0455748 -0.0711618 -0.0446813 ,1.94521 2.12526 0.0161656 ,19.3055
V 160 :0.994896 0.100742 0.00569555 0.00930647 -0.0354098 -0.99933 -0.100473 0.994283 -0.0361667 ,-0.999525 0.0296153 -0.00852233 0.00750192 -0.0343975 -0.99938 -0.0298901 -0.998969 0.0341589 ,-0.999525 0.00750192 -0.0298901 0.0296153 -0.0343975 -0.998969 -0.00852233 -0.99938 0.0341589 ,-0.991351 0.129513 -0.0212116 -0.130679 -0.989056 0.0684929 -0.0121087 0.0706724 0.997426 ,-2.11313 0.027993 -2.15686 ,0.0472799 -0.0474432 -0.0682 ,0.0455748 -0.0711618 -0.0446813 ,1.93883 2.29703 0.0121507 ,19.3055
V 161 :0.957223 0.28932 -0.00438081 0.00590832 -0.0346802 -0.999381 -0.289293 0.956605 -0.0349062 ,-0.999525 0.0296153 -0.00852233 0.00750192 -0.0343975 -0.99938 -0.0298901 -0.998969 0.0341589 ,-0.999525 0.00750192 -0.0298901 0.0296153 -0.0343975 -0.998969 -0.00852233 -0.99938 0.0341589 ,-0.948077 0.31714 -0.0239444 -0.318035 -0.945857 0.0648697 -0.0020752 0.0691166 0.997606 ,-2.48725 0.000859335 -2.0113 ,0.0472799 -0.0474432 -0.0682 ,0.0455748 -0.0711618 -0.0446813 ,1.86369 2.59374 -0.0306567 ,19.3055
V 162 :0.858399 0.510752 -0.0477917 -0.00428813 -0.0860169 -0.996285 -0.512965 0.855415 -0.0716467 ,-0.999525 0.0296153 -0.00852233 0.00750192 -0.0343975 -0.99938 -0.0298901 -0.998969 0.0341589 ,-0.999525 0.00750192 -0.0298901 0.0296153 -0.0343975 -0.998969 -0.00852233 -0.99938 0.0341589 ,-0.842691 0.538005 -0.0205524 -0.536723 -0.836448 0.110831 0.0424365 0.104427 0.993627 ,-2.87253 0.193749 -1.60916 ,0.0472799 -0.0474432 -0.0682 ,0.0455748 -0.0711618 -0.0446813 ,1.71694 2.8302 -0.00965133 ,19.3055
V 163 :0.625203 0.780437 -0.00628705 0.0193543 -0.0235567 -0.999535 -0.780222 0.62479 -0.0298326 ,-0.999525 0.0296153 -0.00852233 0.00750192 -0.0343975 -0.99938 -0.0298901 -0.998969 0.0341589 ,-0.999525 0.00750192 -0.0298901 0.0296153 -0.0343975 -0.998969 -0.00852233 -0.99938 0.0341589 ,-0.60144 0.797268 -0.0513221 -0.798918 -0.600223 0.0382331 -0.000322662 0.0639971 0.99795 ,-3.25458 -0.0176102 -0.872376 ,0.0472799 -0.0474432 -0.0682 ,0.0455748 -0.0711618 -0.0446813 ,1.43632 3.08004 -0.0149304 ,19.3055
V 164 :0.254217 0.96714 -0.00385697 0.0572887 -0.0190393 -0.998176 -0.965449 0.253532 -0.0602463 ,-0.999525 0.0296153 -0.00852233 0.00750192 -0.0343975 -0.99938 -0.0298901 -0.998969 0.0341589 ,-0.999525 0.00750192 -0.0298901 0.0296153 -0.0343975 -0.998969 -0.00852233 -0.99938 0.0341589 ,-0.224809 0.970012 -0.0923984 -0.974401 -0.223974 0.0194456 -0.00183233 0.0944047 0.995532 ,-3.3422 -0.0531899 0.0338351 ,0.0472799 -0.0474432 -0.0682 ,0.0455748 -0.0711618 -0.0446813 ,0.960501 3.25212 -0.012662 ,19.3055
V 165 :0.0489704 0.998022 -0.0394332 -0.00914259 -0.0390311 -0.999196 -0.998759 0.0492915 0.00721304 ,-0.999525 0.0296153 -0.00852233 0.00750192 -0.0343975 -0.99938 -0.0298901 -0.998969 0.0341589 ,-0.999525 0.00750192 -0.0298901 0.0296153 -0.0343975 -0.998969 -0.00852233 -0.99938 0.0341589 ,-0.0191627 0.999494 -0.025397 -0.999314 -0.0183413 0.0321851 0.031703 0.0259963 0.999159 ,-3.31514 0.133334 0.134205 ,0.0472799 -0.0474432 -0.0682 ,0.0455748 -0.0711618 -0.0446813 ,0.368465 3.35284 0.0465805 ,19.3055
V 166 :-0.0509906 0.998463 -0.021726 -0.0401468 -0.023786 -0.998911 -0.997892 -0.0500628 0.0412979 ,-0.999525 0.0296153 -0.00852233 0.00750192 -0.0343975 -0.99938 -0.0298901 -0.998969 0.0341589 ,-0.999525 0.00750192 -0.0298901 0.0296153 -0.0343975 -0.998969 -0.00852233 -0.99938 0.0341589 ,0.0804924 0.996734 0.00646951 -0.996671 0.0803992 0.013552 0.0129876 -0.0075388 0.999887 ,-3.32045 0.0801024 0.102206 ,0.0472799 -0.0474432 -0.0682 ,0.0455748 -0.0711618 -0.0446813 ,0.00344457 3.37412 0.0472018 ,19.3055
V 167 :-0.129152 0.989883 -0.0587499 -0.028338 -0.0629063 -0.997617 -0.99122 -0.127179 0.0361757 ,-0.999525 0.0296153 -0.00852233 0.00750192 -0.0343975 -0.99938 -0.0298901 -0.998969 0.0341589 ,-0.999525 0.00750192 -0.0298901 0.0296153 -0.0343975 -0.998969 -0.00852233 -0.99938 0.0341589 ,0.158506 0.987348 -0.00443793 -0.986083 0.158528 0.0500868 0.0501567 -0.00356289 0.998735 ,-3.30578 0.230758 0.151947 ,0.0472799 -0.0474432 -0.0682 ,0.0455748 -0.0711618 -0.0446813 ,-0.206957 3.36464 0.0725822 ,19.3055
V 168 :-0.173283 0.983526 -0.0514723 -0.0724695 -0.0648545 -0.99526 -0.982202 -0.168732 0.0825138 ,-0.999525 0.0296153 -0.00852233 0.00750192 -0.0343975 -0.99938 -0.0298901 -0.998969 0.0341589 ,-0.999525 0.00750192 -0.0298901 0.0296153 -0.0343975 -0.998969 -0.00852233 -0.99938 0.0341589 ,0.202016 0.978551 0.0403503 -0.978502 0.199916 0.0506687 0.0415152 -0.0497187 0.9979 ,-3.34022 0.173721 -0.0781056 ,0.0472799 -0.0474432 -0.0682 ,0.0455748 -0.0711618 -0.0446813 ,-0.580698 3.34436 0.0465712 ,19.3055
V 169 :-0.132706 0.990423 -0.0381044 -0.0367188 -0.0433306 -0.998386 -0.990475 -0.131093 0.0421173 ,-0.999525 0.0296153 -0.00852233 0.00750192 -0.0343975 -0.99938 -0.0298901 -0.998969 0.0341589 ,-0.999525 0.00750192 -0.0298901 0.0296153 -0.0343975 -0.998969 -0.00852233 -0.99938 0.0341589 ,0.161973 0.986787 0.00399338 -0.986359 0.16178 0.0303851 0.0293376 -0.00886047 0.99953 ,-3.38844 0.144223 -0.565121 ,0.0472799 -0.0474432 -0.0682 ,0.0455748 -0.0711618 -0.0446813 ,-0.941091 3.34598 0.0813696 ,19.3055
V 170 :-0.10219 0.993267 -0.0545621 -0.0288874 -0.0577892 -0.997911 -0.994345 -0.100401 0.0345983 ,-0.999525 0.0296153 -0.00852233 0.00750192 -0.0343975 -0.99938 -0.0298901 -0.998969 0.0341589 ,-0.999525 0.00750192 -0.0298901 0.0296153 -0.0343975 -0.998969 -0.00852233 -0.99938 0.0341589 ,0.131646 0.991288 -0.00422546 -0.990228 0.131701 0.0458588 0.0460158 -0.00185297 0.998939 ,-3.42936 0.13047 -1.12166 ,0.0472799 -0.0474432 -0.0682 ,0.0455748 -0.0711618 -0.0446813 ,-1.39765 3.35774 0.0242972 ,19.3055
V 171 :-0.138441 0.989415 -0.0434976 -0.00367885 -0.044434 -0.999006 -0.990364 -0.138143 0.0097913 ,-0.999525 0.0296153 -0.00852233 0.00750192 -0.0343975 -0.99938 -0.0298901 -0.998969 0.0341589 ,-0.999525 0.00750192 -0.0298901 0.0296153 -0.0343975 -0.998969 -0.00852233 -0.99938 0.0341589 ,0.16795 0.98537 -0.0289734 -0.985149 0.168831 0.0312555 0.0356898 0.0232938 0.999091 ,-3.50763 0.155881 -1.43916 ,0.0472799 -0.0474432 -0.0682 ,0.0455748 -0.0711618 -0.0446813 ,-1.84915 3.33693 0.0619156 ,19.3055
V 172 :-0.118905 0.992548 -0.0266535 -0.0564112 -0.0335537 -0.997844 -0.991302 -0.117145 0.0599804 ,-0.999525 0.0296153 -0.00852233 0.00750192 -0.0343975 -0.99938 -0.0298901 -0.998969 0.0341589 ,-0.999525 0.00750192 -0.0298901 0.0296153 -0.0343975 -0.998969 -0.00852233 -0.99938 0.0341589 ,0.148056 0.988699 0.0235277 -0.988827 0.147573 0.0210725 0.0173623 -0.0263847 0.999501 ,-3.49344 -0.00696166 -1.74664 ,0.0472799 -0.0474432 -0.0682 ,0.0455748 -0.0711618 -0.0446813 ,-2.08257 3.31907 0.0466953 ,19.3055
V 173 :-0.0758698 0.996518 -0.0345715 -0.0403723 -0.0377131 -0.998473 -0.9963 -0.0743583 0.0430929 ,-0.999525 0.0296153 -0.00852233 0.00750192 -0.0343975 -0.99938 -0.0298901 -0.998969 0.0341589 ,-0.999525 0.00750192 -0.0298901 0.0296153 -0.0343975 -0.998969 -0.00852233 -0.99938 0.0341589 ,0.10531 0.994415 0.00696123 -0.994105 0.105091 0.0266571 0.0257766 -0.00972746 0.99962 ,-3.41955 0.0553075 -2.11717 ,0.0472799 -0.0474432 -0.0682 ,0.0455748 -0.0711618 -0.0446813 ,-2.30027 3.30627 0.0710367 ,19.3055
V 174 :-0.0532028 0.997992 -0.0343831 -0.0273554 -0.0358755 -0.998982 -0.998209 -0.052208 0.029209 ,-0.999525 0.0296153 -0.00852233 0.00750192 -0.0343975 -0.99938 -0.0298901 -0.998969 0.0341589 ,-0.999525 0.00750192 -0.0298901 0.0296153 -0.0343975 -0.998969 -0.00852233 -0.99938 0.0341589 ,0.0828089 0.996546 -0.00630598 -0.996226 0.0829441 0.0255647 0.0259994 0.0041652 0.999653 ,-3.37854 0.093397 -2.40393 ,0.0472799 -0.0474432 -0.0682 ,0.0455748 -0.0711618 -0.0446813 ,-2.50996 3.30205 0.091131 ,19.3055
V 176 :-0.040129 0.999193 0.00165798 -0.0554024 -0.000568267 -0.998464 -0.997657 -0.0401593 0.0553804 ,-0.999525 0.0296153 -0.00852233 0.00750192 -0.0343975 -0.99938 -0.0298901 -0.998969 0.0341589 ,-0.999525 0.00750192 -0.0298901 0.0296153 -0.0343975 -0.998969 -0.00852233 -0.99938 0.0341589 ,0.0695144 0.997346 0.0216311 -0.997522 0.0697289 -0.00931934 -0.0108029 -0.0209296 0.999723 ,-3.35791 -0.152745 -2.96116 ,0.0472799 -0.0474432 -0.0682 ,0.0455748 -0.0711618 -0.0446813 ,-3.02866 3.2862 0.0607193 ,19.3055
V 177 :-0.0734363 0.997144 -0.0176142 -0.0372882 -0.0203949 -0.999096 -0.996603 -0.0727131 0.0386793 ,-0.999525 0.0296153 -0.00852233 0.00750192 -0.0343975 -0.99938 -0.0298901 -0.998969 0.0341589 ,-0.999525 0.00750192 -0.0298901 0.0296153 -0.0343975 -0.998969 -0.00852233 -0.99938 0.0341589 ,0.10291 0.994683 0.00384796 -0.99465 0.10287 0.00940044 0.00895461 -0.00479478 0.999948 ,-3.44137 -0.0164864 -3.06657 ,0.0472799 -0.0474432 -0.0682 ,0.0455748 -0.0711618 -0.0446813 ,-3.24322 3.2613 0.0854539 ,19.3055
V 178 :-0.0955405 0.995036 -0.027853 -0.0615143 -0.0338294 -0.997533 -0.993523 -0.0935914 0.0644409 ,-0.999525 0.0296153 -0.00852233 0.00750192 -0.0343975 -0.99938 -0.0298901 -0.998969 0.0341589 ,-0.999525 0.00750192 -0.0298901 0.0296153 -0.0343975 -0.998969 -0.00852233 -0.99938 0.0341589 ,0.12473 0.991786 0.0283527 -0.99202 0.124127 0.0221314 0.0184302 -0.0308869 0.999353 ,-3.49562 -0.0822802 -3.21478 ,0.0472799 -0.0474432 -0.0682 ,0.0455748 -0.0711618 -0.0446813 ,-3.46684 3.22964 0.0693375 ,19.3055
V 179 :-0.0765562 0.996743 -0.025365 -0.0836826 -0.0317731 -0.995986 -0.993547 -0.0741262 0.0858424 ,-0.999525 0.0296153 -0.00852233 0.00750192 -0.0343975 -0.99938 -0.0298901 -0.998969 0.0341589 ,-0.999525 0.00750192 -0.0298901 0.0296153 -0.0343975 -0.998969 -0.00852233 -0.99938 0.0341589 ,0.105589 0.993135 0.0503446 -0.994292 0.104662 0.0207268 0.0153154 -0.0522458 0.998517 ,-3.42684 -0.184695 -3.43053 ,0.0472799 -0.0474432 -0.0682 ,0.0455748 -0.0711618 -0.0446813 ,-3.61809 3.20921 0.0638091 ,19.3055
V 180 :-0.0258828 0.998354 -0.0511765 -0.0530304 -0.0524928 -0.997212 -0.998258 -0.0230968 0.0543017 ,-0.999525 0.0296153 -0.00852233 0.00750192 -0.0343975 -0.99938 -0.0298901 -0.998969 0.0341589 ,-0.999525 0.00750192 -0.0298901 0.0296153 -0.0343975 -0.998969 -0.00852233 -0.99938 0.0341589 ,0.0553107 0.998286 0.0191187 -0.997583 0.0544452 0.0431629 0.0420481 -0.0214598 0.998885 ,-3.23228 0.0139505 -3.89968 ,0.0472799 -0.0474432 -0.0682 ,0.0455748 -0.0711618 -0.0446813 ,-3.90643 3.18889 0.101442 ,19.3055
V 181 :0.0194668 0.998914 -0.0423346 -0.0466801 -0.0413884 -0.998052 -0.99872 0.0214051 0.0458237 ,-0.999525 0.0296153 -0.00852233 0.00750192 -0.0343975 -0.99938 -0.0298901 -0.998969 0.0341589 ,-0.999525 0.00750192 -0.0298901 0.0296153 -0.0343975 -0.998969 -0.00852233 -0.99938 0.0341589 ,0.0100441 0.999873 0.01237 -0.99939 0.00962377 0.0335808 0.0334575 -0.0126998 0.999359 ,-3.05534 -0.0178991 -4.25852 ,0.0472799 -0.0474432 -0.0682 ,0.0455748 -0.0711618 -0.0446813 ,-4.12318 3.19016 0.0901548 ,19.3055
V 182 :0.00518755 0.999909 -0.0124905 -0.0778719 -0.0120488 -0.996891 -0.99695 0.00614406 0.0778022 ,-0.999525 0.0296153 -0.00852233 0.00750192 -0.0343975 -0.99938 -0.0298901 -0.998969 0.0341589 ,-0.999525 0.00750192 -0.0298901 0.0296153 -0.0343975 -0.998969 -0.00852233 -0.99938 0.0341589 ,0.0240297 0.998755 0.0437246 -0.999708 0.0238894 0.00372964 0.00268043 -0.0438015 0.999037 ,-3.12225 -0.299753 -4.58951 ,0.0472799 -0.0474432 -0.0682 ,0.0455748 -0.0711618 -0.0446813 ,-4.51073 3.19398 0.0606548 ,19.3055
V 183 :-0.0295726 0.999244 -0.0252332 -0.0595935 -0.0269619 -0.997859 -0.997785 -0.0280055 0.0603457 ,-0.999525 0.0296153 -0.00852233 0.00750192 -0.0343975 -0.99938 -0.0298901 -0.998969 0.0341589 ,-0.999525 0.00750192 -0.0298901 0.0296153 -0.0343975 -0.998969 -0.00852233 -0.99938 0.0341589 ,0.0589354 0.99793 0.0257253 -0.998135 0.058497 0.0174726 0.0159316 -0.0267071 0.999516 ,-3.27127 -0.171755 -4.85563 ,0.0472799 -0.0474432 -0.0682 ,0.0455748 -0.0711618 -0.0446813 ,-4.88237 3.17861 0.0811188 ,19.3055
V 184 :-0.00970722 0.999423 -0.0325637 -0.0667245 -0.03314 -0.997221 -0.997724 -0.00750743 0.0670076 ,-0.999525 0.0296153 -0.00852233 0.00750192 -0.0343975 -0.99938 -0.0298901 -0.998969 0.0341589 ,-0.999525 0.00750192 -0.0298901 0.0296153 -0.0343975 -0.998969 -0.00852233 -0.99938 0.0341589 ,0.0390242 0.998704 0.0326847 -0.998972 0.0382379 0.0243456 0.0230643 -0.0336011 0.999169 ,-3.16903 -0.231016 -5.30914 ,0.0472799 -0.0474432 -0.0682 ,0.0455748 -0.0711618 -0.0446813 ,-5.27248 3.16902 0.063386 ,19.3055
V 185 :0.0286398 0.998646 -0.0434331 -0.0411364 -0.0422366 -0.99826 -0.998743 0.0303767 0.0398709 ,-0.999525 0.0296153 -0.00852233 0.00750192 -0.0343975 -0.99938 -0.0298901 -0.998969 0.0341589 ,-0.999525 0.00750192 -0.0298901 0.0296153 -0.0343975 -0.998969 -0.00852233 -0.99938 0.0341589 ,0.000917728 0.999977 0.00675074 -0.999396 0.000682705 0.0347373 0.0347319 -0.00677855 0.999374 ,-2.97932 -0.0494447 -5.71965 ,0.0472799 -0.0474432 -0.0682 ,0.0455748 -0.0711618 -0.0446813 ,-5.55775 3.19409 0.0918762 ,19.3055
V 187 :0.00242376 0.999905 -0.0136059 -0.0512291 -0.013464 -0.998596 -0.998684 0.00311738 0.0511915 ,-0.999525 0.0296153 -0.00852233 0.00750192 -0.0343975 -0.99938 -0.0298901 -0.998969 0.0341589 ,-0.999525 0.00750192 -0.0298901 0.0296153 -0.0343975 -0.998969 -0.00852233 -0.99938 0.0341589 ,0.0270439 0.999489 0.0170627 -0.999624 0.0269615 0.00504059 0.00457798 -0.0171926 0.999842 ,-3.19569 -0.24275 -6.25477 ,0.0472799 -0.0474432 -0.0682 ,0.0455748 -0.0711618 -0.0446813 ,-6.18057 3.25931 0.0775441 ,19.3055
V 188 :-0.0379823 0.999047 -0.0215182 -0.0315154 -0.0227206 -0.999245 -0.998781 -0.0372754 0.0323482 ,-0.999525 0.0296153 -0.00852233 0.00750192 -0.0343975 -0.99938 -0.0298901 -0.998969 0.0341589 ,-0.999525 0.00750192 -0.0298901 0.0296153 -0.0343975 -0.998969 -0.00852233 -0.99938 0.0341589 ,0.0675815 0.997711 -0.0022978 -0.997629 0.0676057 0.012919 0.0130448 0.00141927 0.999914 ,-3.46002 -0.0858238 -6.34088 ,0.0472799 -0.0474432 -0.0682 ,0.0455748 -0.0711618 -0.0446813 ,-6.39946 3.26927 0.0890882 ,19.3055
V 189 :-0.0276988 0.999437 -0.0189543 -0.0958425 -0.0215295 -0.995164 -0.995011 -0.0257482 0.0963848 ,-0.999525 0.0296153 -0.00852233 0.00750192 -0.0343975 -0.99938 -0.0298901 -0.998969 0.0341589 ,-0.999525 0.00750192 -0.0298901 0.0296153 -0.0343975 -0.998969 -0.00852233 -0.99938 0.0341589 ,0.0567076 0.996462 0.0620306 -0.998354 0.0560609 0.0121191 0.00859872 -0.0626157 0.998001 ,-3.42491 -0.547711 -6.66238 ,0.0472799 -0.0474432 -0.0682 ,0.0455748 -0.0711618 -0.0446813 ,-6.7054 3.28968 0.071917 ,19.3055
V 190 :0.025053 0.999251 -0.0294837 -0.0410528 -0.0284397 -0.998752 -0.998843 0.0262321 0.0403094 ,-0.999525 0.0296153 -0.00852233 0.00750192 -0.0343975 -0.99938 -0.0298901 -0.998969 0.0341589 ,-0.999525 0.00750192 -0.0298901 0.0296153 -0.0343975 -0.998969 -0.00852233 -0.99938 0.0341589 ,0.00450651 0.999967 0.00669435 -0.999774 0.00436636 0.0208022 0.0207723 -0.00678658 0.999761 ,-3.10223 -0.136399 -7.13792 ,0.0472799 -0.0474432 -0.0682 ,0.0455748 -0.0711618 -0.0446813 ,-6.98628 3.33008 0.103273 ,19.3055
V 191 :0.0544028 0.997895 -0.0352939 -0.0492907 -0.0326193 -0.998252 -0.997302 0.0560474 0.0474122 ,-0.999525 0.0296153 -0.00852233 0.00750192 -0.0343975 -0.99938 -0.0298901 -0.998969 0.0341589 ,-0.999525 0.00750192 -0.0298901 0.0296153 -0.0343975 -0.998969 -0.00852233 -0.99938 0.0341589 ,-0.0249372 0.999581 0.0147296 -0.999341 -0.0253146 0.0260092 0.0263712 -0.0140713 0.999553 ,-2.91752 -0.206756 -7.44517 ,0.0472799 -0.0474432 -0.0682 ,0.0455748 -0.0711618 -0.0446813 ,-7.20362 3.36683 0.086086 ,19.3055
V 192 :0.0476586 0.998659 -0.0202428 -0.0539648 -0.017662 -0.998387 -0.997405 0.0486741 0.0530506 ,-0.999525 0.0296153 -0.00852233 0.00750192 -0.0343975 -0.99938 -0.0298901 -0.998969 0.0341589 ,-0.999525 0.00750192 -0.0298901 0.0296153 -0.0343975 -0.998969 -0.00852233 -0.99938 0.0341589 ,-0.0182282 0.999645 0.0194549 -0.999772 -0.0184408 0.0108028 0.0111577 -0.0192535 0.999752 ,-2.99428 -0.334326 -7.72134 ,0.0472799 -0.0474432 -0.0682 ,0.0455748 -0.0711618 -0.0446813 ,-7.50381 3.40493 0.0580143 ,19.3055
V 193 :0.0146472 0.998996 -0.0423499 -0.0361707 -0.0417974 -0.998471 -0.999238 0.0161566 0.0355221 ,-0.999525 0.0296153 -0.00852233 0.00750192 -0.0343975 -0.99938 -0.0298901 -0.998969 0.0341589 ,-0.999525 0.00750192 -0.0298901 0.0296153 -0.0343975 -0.998969 -0.00852233 -0.99938 0.0341589 ,0.0149558 0.999886 0.00189053 -0.999318 0.0148834 0.0338096 0.0337776 -0.00239489 0.999426 ,-3.24888 -0.10252 -7.76927 ,0.0472799 -0.0474432 -0.0682 ,0.0455748 -0.0711618 -0.0446813 ,-7.64892 3.41497 0.0789741 ,19.3055
V 194 :-0.0278326 0.998778 -0.0408403 -0.034004 -0.0417785 -0.998548 -0.999034 -0.0264035 0.0351252 ,-0.999525 0.0296153 -0.00852233 0.00750192 -0.0343975 -0.99938 -0.0298901 -0.998969 0.0341589 ,-0.999525 0.00750192 -0.0298901 0.0296153 -0.0343975 -0.998969 -0.00852233 -0.99938 0.0341589 ,0.0574256 0.99835 9.41313e-05 -0.997828 0.0573925 0.0323387 0.03228 -0.001951 0.999477 ,-3.57638 -0.0763008 -7.76545 ,0.0472799 -0.0474432 -0.0682 ,0.0455748 -0.0711618 -0.0446813 ,-7.79165 3.41479 0.0935608 ,19.3055
V 195 :-0.0355541 0.998292 -0.0463483 -0.0563244 -0.0483056 -0.997243 -0.997779 -0.0328455 0.0579456 ,-0.999525 0.0296153 -0.00852233 0.00750192 -0.0343975 -0.99938 -0.0298901 -0.998969 0.0341589 ,-0.999525 0.00750192 -0.0298901 0.0296153 -0.0343975 -0.998969 -0.00852233 -0.99938 0.0341589 ,0.0649384 0.997635 0.0225094 -0.997199 0.064038 0.0386459 0.0371131 -0.024956 0.998999 ,-3.64271 -0.258278 -7.96237 ,0.0472799 -0.0474432 -0.0682 ,0.0455748 -0.0711618 -0.0446813 ,-8.01971 3.41422 0.0761553 ,19.3055
V 196 :-0.0214669 0.998641 -0.0475013 -0.0857843 -0.0491768 -0.995099 -0.996083 -0.0172868 0.0867233 ,-0.999525 0.0296153 -0.00852233 0.00750192 -0.0343975 -0.99938 -0.0298901 -0.998969 0.0341589 ,-0.999525 0.00750192 -0.0298901 0.0296153 -0.0343975 -0.998969 -0.00852233 -0.99938 0.0341589 ,0.0505862 0.997371 0.0518889 -0.998018 0.0485356 0.0400451 0.0374214 -0.0538118 0.99785 ,-3.53654 -0.507665 -8.15327 ,0.0472799 -0.0474432 -0.0682 ,0.0455748 -0.0711618 -0.0446813 ,-8.16981 3.41655 0.072962 ,19.3055
V 197 :0.0241136 0.99903 -0.0368542 -0.0662693 -0.0351865 -0.997181 -0.997511 0.0264879 0.0653565 ,-0.999525 0.0296153 -0.00852233 0.00750192 -0.0343975 -0.99938 -0.0298901 -0.998969 0.0341589 ,-0.999525 0.00750192 -0.0298901 0.0296153 -0.0343975 -0.998969 -0.00852233 -0.99938 0.0341589 ,0.00521646 0.999476 0.0319488 -0.999611 0.00433637 0.0275554 0.0274024 -0.0320801 0.99911 ,-3.17184 -0.380931 -8.5266 ,0.0472799 -0.0474432 -0.0682 ,0.0455748 -0.0711618 -0.0446813 ,-8.38182 3.42831 0.101626 ,19.3055
V 198 :0.042323 0.998496 -0.0348418 -0.0456025 -0.0329062 -0.998418 -0.998063 0.0438449 0.0441412 ,-0.999525 0.0296153 -0.00852233 0.00750192 -0.0343975 -0.99938 -0.0298901 -0.998969 0.0341589 ,-0.999525 0.00750192 -0.0298901 0.0296153 -0.0343975 -0.998969 -0.00852233 -0.99938 0.0341589 ,-0.0128127 0.999856 0.0111208 -0.99958 -0.013097 0.0258739 0.0260159 -0.0107846 0.999603 ,-3.02564 -0.210515 -8.72427 ,0.0472799 -0.0474432 -0.0682 ,0.0455748 -0.0711618 -0.0446813 ,-8.51668 3.44246 0.112209 ,19.3055
V 199 :0.06685 0.997468 -0.02427 -0.0818077 -0.018763 -0.996472 -0.994404 0.0685996 0.0803462 ,-0.999525 0.0296153 -0.00852233 0.00750192 -0.0343975 -0.99938 -0.0298901 -0.998969 0.0341589 ,-0.999525 0.00750192 -0.0298901 0.0296153 -0.0343975 -0.998969 -0.00852233 -0.99938 0.0341589 ,-0.0377091 0.998173 0.0472195 -0.999185 -0.0383432 0.012594 0.0143815 -0.0467061 0.998805 ,-2.82097 -0.610859 -8.99876 ,0.0472799 -0.0474432 -0.0682 ,0.0455748 -0.0711618 -0.0446813 ,-8.73493 3.46305 0.0864965 ,19.3055
V 200 :0.0632527 0.997995 -0.00249273 -0.123953 0.00537767 -0.992274 -0.99027 0.0630729 0.124045 ,-0.999525 0.0296153 -0.00852233 0.00750192 -0.0343975 -0.99938 -0.0298901 -0.998969 0.0341589 ,-0.999525 0.00750192 -0.0298901 0.0296153 -0.0343975 -0.998969 -0.00852233 -0.99938 0.0341589 ,-0.0345532 0.995386 0.0895105 -0.999365 -0.0336369 -0.0117251 -0.00866011 -0.0898588 0.995917 ,-2.85851 -1.09083 -9.09333 ,0.0472799 -0.0474432 -0.0682 ,0.0455748 -0.0711618 -0.0446813 ,-8.88285 3.47481 0.0769493 ,19.3055
V 201 :0.0182406 0.999661 -0.0186006 -0.115323 -0.016376 -0.993193 -0.993161 0.0202615 0.114985 ,-0.999525 0.0296153 -0.00852233 0.00750192 -0.0343975 -0.99938 -0.0298901 -0.998969 0.0341589 ,-0.999525 0.00750192 -0.0298901 0.0296153 -0.0343975 -0.998969 -0.00852233 -0.99938 0.0341589 ,0.0105886 0.996644 0.0811703 -0.999914 0.00992792 0.0085385 0.007704 -0.0812537 0.996664 ,-3.26358 -0.941522 -9.19484 ,0.0472799 -0.0474432 -0.0682 ,0.0455748 -0.0711618 -0.0446813 ,-9.10694 3.48001 0.0998476 ,19.3055
