V 0 :0.997834 -0.0105558 -0.0649297 -0.0645998 0.0290595 -0.997488 0.0124161 0.999522 0.0283145 ,-0.999525 0.0296153 -0.00852233 0.00750192 -0.0343975 -0.99938 -0.0298901 -0.998969 0.0341589 ,-0.999525 0.00750192 -0.0298901 0.0296153 -0.0343975 -0.998969 -0.00852233 -0.99938 0.0341589 ,-0.998216 0.01937 0.05648 -0.0191071 -0.999804 0.00519115 0.0565694 0.00410272 0.99839 ,-0.0740332 0.0302236 -0.0400969 ,0.0472799 -0.0474432 -0.0682 ,0.0455748 -0.0711618 -0.0446813 ,0.125719 -0.0316271 0.0687992 ,19.3055
V 179 :0.883491 0.468057 -0.0191471 0.0381357 -0.112601 -0.992908 -0.466894 0.876495 -0.117332 ,-0.999525 0.0296153 -0.00852233 0.00750192 -0.0343975 -0.99938 -0.0298901 -0.998969 0.0341589 ,-0.999525 0.00750192 -0.0298901 0.0296153 -0.0343975 -0.998969 -0.00852233 -0.99938 0.0341589 ,-0.86883 0.491266 -0.0615901 -0.494878 -0.857857 0.138483 0.0151964 0.150798 0.988448 ,-3.03863 0.101296 -1.39564 ,0.0472799 -0.0474432 -0.0682 ,0.0455748 -0.0711618 -0.0446813 ,2.10092 2.62462 -0.0671524 ,19.3055
V 180 :0.805143 0.592038 -0.035171 0.0645093 -0.146371 -0.987124 -0.589563 0.792507 -0.156042 ,-0.999525 0.0296153 -0.00852233 0.00750192 -0.0343975 -0.99938 -0.0298901 -0.998969 0.0341589 ,-0.999525 0.00750192 -0.0298901 0.0296153 -0.0343975 -0.998969 -0.00852233 -0.99938 0.0341589 ,-0.786654 0.610581 -0.0914698 -0.616543 -0.769122 0.168306 0.032413 0.188794 0.981482 ,-3.1999 0.157475 -1.05108 ,0.0472799 -0.0474432 -0.0682 ,0.0455748 -0.0711618 -0.0446813 ,2.02175 2.73138 -0.0652958 ,19.3055
V 181 :0.708479 0.705728 -0.00230513 0.0810933 -0.0846532 -0.993105 -0.701057 0.703407 -0.117205 ,-0.999525 0.0296153 -0.00852233 0.00750192 -0.0343975 -0.99938 -0.0298901 -0.998969 0.0341589 ,-0.999525 0.00750192 -0.0298901 0.0296153 -0.0343975 -0.998969 -0.00852233 -0.99938 0.0341589 ,-0.686579 0.718527 -0.111028 -0.727053 -0.67887 0.102614 -0.00164289 0.151176 0.988505 ,-3.30658 -0.0189587 -0.775149 ,0.0472799 -0.0474432 -0.0682 ,0.0455748 -0.0711618 -0.0446813 ,1.87821 2.86659 -0.0623008 ,19.3055
V 182 :0.544341 0.838824 0.00820691 0.0921451 -0.0500661 -0.994486 -0.833788 0.542095 -0.104547 ,-0.999525 0.0296153 -0.00852233 0.00750192 -0.0343975 -0.99938 -0.0298901 -0.998969 0.0341589 ,-0.999525 0.00750192 -0.0298901 0.0296153 -0.0343975 -0.998969 -0.00852233 -0.99938 0.0341589 ,-0.518469 0.84588 -0.125208 -0.855005 -0.514972 0.0614037 -0.0125387 0.13889 0.990228 ,-3.39957 -0.0556732 -0.349678 ,0.0472799 -0.0474432 -0.0682 ,0.0455748 -0.0711618 -0.0446813 ,1.64233 3.04348 -0.00932401 ,19.3055
V 183 :0.306915 0.951705 0.00782701 0.0634822 -0.0122654 -0.997908 -0.949618 0.30677 -0.0641809 ,-0.999525 0.0296153 -0.00852233 0.00750192 -0.0343975 -0.99938 -0.0298901 -0.998969 0.0341589 ,-0.999525 0.00750192 -0.0298901 0.0296153 -0.0343975 -0.998969 -0.00852233 -0.99938 0.0341589 ,-0.277909 0.955544 -0.0984965 -0.960514 -0.277847 0.014626 -0.0133911 0.0986719 0.99503 ,-3.40797 -0.123798 0.21571 ,0.0472799 -0.0474432 -0.0682 ,0.0455748 -0.0711618 -0.0446813 ,1.33492 3.20034 -0.030929 ,19.3055
V 184 :-0.0405357 0.998831 -0.026344 0.0180694 -0.0256285 -0.999508 -0.999015 -0.0409918 -0.0170095 ,-0.999525 0.0296153 -0.00852233 0.00750192 -0.0343975 -0.99938 -0.0298901 -0.998969 0.0341589 ,-0.999525 0.00750192 -0.0298901 0.0296153 -0.0343975 -0.998969 -0.00852233 -0.99938 0.0341589 ,0.0705127 0.996163 -0.051838 -0.997323 0.0714118 0.0157 0.0193417 0.0505922 0.998532 ,-3.15827 -0.00197989 0.912487 ,0.0472799 -0.0474432 -0.0682 ,0.0455748 -0.0711618 -0.0446813 ,0.84896 3.24317 -0.0223251 ,19.3055
V 185 :-0.0630422 0.996936 -0.0463168 0.00436744 -0.0461331 -0.998926 -0.998001 -0.0631768 -0.00144581 ,-0.999525 0.0296153 -0.00852233 0.00750192 -0.0343975 -0.99938 -0.0298901 -0.998969 0.0341589 ,-0.999525 0.00750192 -0.0298901 0.0296153 -0.0343975 -0.998969 -0.00852233 -0.99938 0.0341589 ,0.0928755 0.994955 -0.0379182 -0.99492 0.0942231 0.0354502 0.0388442 0.0344331 0.998652 ,-3.19106 0.0888195 0.464553 ,0.0472799 -0.0474432 -0.0682 ,0.0455748 -0.0711618 -0.0446813 ,0.326941 3.26836 -0.0131029 ,19.3055
V 186 :-0.106705 0.993343 -0.0434045 0.00683987 -0.0429193 -0.999055 -0.994267 -0.106901 -0.00221471 ,-0.999525 0.0296153 -0.00852233 0.00750192 -0.0343975 -0.99938 -0.0298901 -0.998969 0.0341589 ,-0.999525 0.00750192 -0.0298901 0.0296153 -0.0343975 -0.998969 -0.00852233 -0.99938 0.0341589 ,0.136425 0.989847 -0.0398894 -0.989998 0.137686 0.0307755 0.0359552 0.0352919 0.99873 ,-3.18738 0.0797864 0.378184 ,0.0472799 -0.0474432 -0.0682 ,0.0455748 -0.0711618 -0.0446813 ,0.0977997 3.26631 -0.0123007 ,19.3055
V 188 :-0.218298 0.97548 -0.0280315 0.0291038 -0.0222038 -0.99933 -0.975448 -0.218968 -0.0235432 ,-0.999525 0.0296153 -0.00852233 0.00750192 -0.0343975 -0.99938 -0.0298901 -0.998969 0.0341589 ,-0.999525 0.00750192 -0.0298901 0.0296153 -0.0343975 -0.998969 -0.00852233 -0.99938 0.0341589 ,0.247569 0.966977 -0.0605457 -0.968638 0.248395 0.00639698 0.021225 0.0570631 0.998145 ,-3.15485 0.0118458 0.304756 ,0.0472799 -0.0474432 -0.0682 ,0.0455748 -0.0711618 -0.0446813 ,-0.336946 3.20659 -0.0217305 ,19.3055
V 189 :-0.225531 0.973854 -0.0272925 0.0587802 -0.0143612 -0.998168 -0.972461 -0.226722 -0.0540045 ,-0.999525 0.0296153 -0.00852233 0.00750192 -0.0343975 -0.99938 -0.0298901 -0.998969 0.0341589 ,-0.999525 0.00750192 -0.0298901 0.0296153 -0.0343975 -0.998969 -0.00852233 -0.99938 0.0341589 ,0.254932 0.962758 -0.09004 -0.966722 0.255823 -0.00169179 0.0214055 0.087475 0.995937 ,-3.16328 0.00796669 0.157238 ,0.0472799 -0.0474432 -0.0682 ,0.0455748 -0.0711618 -0.0446813 ,-0.508108 3.17852 -0.0201411 ,19.3055
V 190 :-0.196316 0.98022 -0.0250683 0.0497823 -0.0155691 -0.998639 -0.979276 -0.197297 -0.0457413 ,-0.999525 0.0296153 -0.00852233 0.00750192 -0.0343975 -0.99938 -0.0298901 -0.998969 0.0341589 ,-0.999525 0.00750192 -0.0298901 0.0296153 -0.0343975 -0.998969 -0.00852233 -0.99938 0.0341589 ,0.225867 0.97074 -0.0815294 -0.973974 0.226659 0.000466191 0.0189319 0.0793023 0.996671 ,-3.2013 0.0390371 -0.160066 ,0.0472799 -0.0474432 -0.0682 ,0.0455748 -0.0711618 -0.0446813 ,-0.732018 3.16755 0.000724024 ,19.3055
V 191 :-0.142384 0.98851 -0.050743 0.082707 -0.0392044 -0.995802 -0.98635 -0.145983 -0.0761747 ,-0.999525 0.0296153 -0.00852233 0.00750192 -0.0343975 -0.99938 -0.0298901 -0.998969 0.0341589 ,-0.999525 0.00750192 -0.0298901 0.0296153 -0.0343975 -0.998969 -0.00852233 -0.99938 0.0341589 ,0.172419 0.978272 -0.115135 -0.983971 0.176456 0.025769 0.0455254 0.108846 0.993016 ,-3.23845 0.134707 -0.699163 ,0.0472799 -0.0474432 -0.0682 ,0.0455748 -0.0711618 -0.0446813 ,-1.10525 3.16301 -0.0334053 ,19.3055
V 192 :-0.190016 0.979526 -0.066499 0.0750878 -0.0530354 -0.995766 -0.978906 -0.194204 -0.063473 ,-0.999525 0.0296153 -0.00852233 0.00750192 -0.0343975 -0.99938 -0.0298901 -0.998969 0.0341589 ,-0.999525 0.00750192 -0.0298901 0.0296153 -0.0343975 -0.998969 -0.00852233 -0.99938 0.0341589 ,0.219748 0.969686 -0.10686 -0.973654 0.224837 0.0380208 0.0608945 0.0956899 0.993547 ,-3.28415 0.216376 -0.712069 ,0.0472799 -0.0474432 -0.0682 ,0.0455748 -0.0711618 -0.0446813 ,-1.28312 3.15217 0.00029715 ,19.3055
V 195 :-0.160171 0.98554 -0.055289 -0.0291055 -0.0607032 -0.997731 -0.98666 -0.158198 0.0384074 ,-0.999525 0.0296153 -0.00852233 0.00750192 -0.0343975 -0.99938 -0.0298901 -0.998969 0.0341589 ,-0.999525 0.00750192 -0.0298901 0.0296153 -0.0343975 -0.998969 -0.00852233 -0.99938 0.0341589 ,0.189368 0.981901 -0.00325084 -0.980798 0.18931 0.0468626 0.0466298 -0.00568585 0.998896 ,-3.28615 0.113703 -1.51629 ,0.0472799 -0.0474432 -0.0682 ,0.0455748 -0.0711618 -0.0446813 ,-1.958 3.06593 0.0320962 ,19.3055
V 196 :-0.111253 0.993479 -0.0249357 0.0346438 -0.0211991 -0.999175 -0.993188 -0.112025 -0.0320595 ,-0.999525 0.0296153 -0.00852233 0.00750192 -0.0343975 -0.99938 -0.0298901 -0.998969 0.0341589 ,-0.999525 0.00750192 -0.0298901 0.0296153 -0.0343975 -0.998969 -0.00852233 -0.99938 0.0341589 ,0.141146 0.987678 -0.0676004 -0.989818 0.142061 0.00889257 0.0183864 0.065657 0.997673 ,-3.23798 0.111117 -1.90364 ,0.0472799 -0.0474432 -0.0682 ,0.0455748 -0.0711618 -0.0446813 ,-2.19392 3.06158 0.0176663 ,19.3055
V 198 :-0.140712 0.989828 -0.0209798 0.0908346 -0.00819425 -0.995832 -0.985875 -0.142031 -0.0887578 ,-0.999525 0.0296153 -0.00852233 0.00750192 -0.0343975 -0.99938 -0.0298901 -0.998969 0.0341589 ,-0.999525 0.00750192 -0.0298901 0.0296153 -0.0343975 -0.998969 -0.00852233 -0.99938 0.0341589 ,0.170794 0.977567 -0.123256 -0.985174 0.17148 -0.00509811 0.0161522 0.122299 0.992362 ,-3.31082 0.221491 -2.26374 ,0.0472799 -0.0474432 -0.0682 ,0.0455748 -0.0711618 -0.0446813 ,-2.66148 3.01431 0.00248974 ,19.3055
V 199 :-0.151522 0.988438 -0.00554814 0.0160046 -0.00315888 -0.999867 -0.988325 -0.15159 -0.015341 ,-0.999525 0.0296153 -0.00852233 0.00750192 -0.0343975 -0.99938 -0.0298901 -0.998969 0.0341589 ,-0.999525 0.00750192 -0.0298901 0.0296153 -0.0343975 -0.998969 -0.00852233 -0.99938 0.0341589 ,0.181111 0.982268 -0.0484635 -0.983462 0.180816 -0.010445 -0.00149687 0.0495537 0.99877 ,-3.32788 -0.00135787 -2.41656 ,0.0472799 -0.0474432 -0.0682 ,0.0455748 -0.0711618 -0.0446813 ,-2.83309 2.98029 -0.00867253 ,19.3055
V 201 :-0.126909 0.991872 -0.0092217 0.0238628 -0.00624123 -0.999696 -0.991627 -0.12709 -0.0228769 ,-0.999525 0.0296153 -0.00852233 0.00750192 -0.0343975 -0.99938 -0.0298901 -0.998969 0.0341589 ,-0.999525 0.00750192 -0.0298901 0.0296153 -0.0343975 -0.998969 -0.00852233 -0.99938 0.0341589 ,0.156667 0.986026 -0.0566394 -0.987649 0.156548 -0.00655696 0.00240148 0.0569671 0.998373 ,-3.25453 0.0382867 -2.79935 ,0.0472799 -0.0474432 -0.0682 ,0.0455748 -0.0711618 -0.0446813 ,-3.12936 2.92841 -0.00722454 ,19.3055
V 203 :-0.0709901 0.997477 0.000498202 0.0344956 0.0029542 -0.999401 -0.996881 -0.0709304 -0.0346183 ,-0.999525 0.0296153 -0.00852233 0.00750192 -0.0343975 -0.99938 -0.0298901 -0.998969 0.0341589 ,-0.999525 0.00750192 -0.0298901 0.0296153 -0.0343975 -0.998969 -0.00852233 -0.99938 0.0341589 ,0.101012 0.992564 -0.0679216 -0.994861 0.100296 -0.0138761 -0.00696064 0.0689742 0.997594 ,-3.09901 0.0745158 -3.20973 ,0.0472799 -0.0474432 -0.0682 ,0.0455748 -0.0711618 -0.0446813 ,-3.35929 2.91516 0.0146992 ,19.3055
V 204 :-0.038411 0.999196 -0.011536 0.0239042 -0.0106224 -0.999658 -0.998976 -0.0386737 -0.023477 ,-0.999525 0.0296153 -0.00852233 0.00750192 -0.0343975 -0.99938 -0.0298901 -0.998969 0.0341589 ,-0.999525 0.00750192 -0.0298901 0.0296153 -0.0343975 -0.998969 -0.00852233 -0.99938 0.0341589 ,0.0684316 0.995987 -0.057686 -0.997645 0.0685907 0.000779258 0.00473286 0.0574968 0.998334 ,-2.99481 0.0640113 -3.43434 ,0.0472799 -0.0474432 -0.0682 ,0.0455748 -0.0711618 -0.0446813 ,-3.48221 2.91064 -0.0027038 ,19.3055
V 205 :-0.0257365 0.999005 -0.0364335 0.0143592 -0.0360724 -0.999246 -0.999566 -0.0262402 -0.0134166 ,-0.999525 0.0296153 -0.00852233 0.00750192 -0.0343975 -0.99938 -0.0298901 -0.998969 0.0341589 ,-0.999525 0.00750192 -0.0298901 0.0296153 -0.0343975 -0.998969 -0.00852233 -0.99938 0.0341589 ,0.0557091 0.997279 -0.0482751 -0.998017 0.0570398 0.0266399 0.029321 0.0466952 0.998479 ,-2.94831 0.0923685 -3.60045 ,0.0472799 -0.0474432 -0.0682 ,0.0455748 -0.0711618 -0.0446813 ,-3.60982 2.90496 -0.016824 ,19.3055
V 206 :-0.0434038 0.998945 -0.0149963 0.038397 -0.0133314 -0.999174 -0.99832 -0.0439438 -0.0377779 ,-0.999525 0.0296153 -0.00852233 0.00750192 -0.0343975 -0.99938 -0.0298901 -0.998969 0.0341589 ,-0.999525 0.00750192 -0.0298901 0.0296153 -0.0343975 -0.998969 -0.00852233 -0.99938 0.0341589 ,0.0735111 0.994684 -0.0721048 -0.997257 0.0739412 0.00330873 0.00862266 0.0716638 0.997392 ,-3.00737 0.127282 -3.73892 ,0.0472799 -0.0474432 -0.0682 ,0.0455748 -0.0711618 -0.0446813 ,-3.80384 2.89246 -0.00989912 ,19.3055
V 207 :-0.0756667 0.996995 -0.01661 0.0466039 -0.0131035 -0.998828 -0.996044 -0.0763521 -0.0454725 ,-0.999525 0.0296153 -0.00852233 0.00750192 -0.0343975 -0.99938 -0.0298901 -0.998969 0.0341589 ,-0.999525 0.00750192 -0.0298901 0.0296153 -0.0343975 -0.998969 -0.00852233 -0.99938 0.0341589 ,0.105752 0.991173 -0.079954 -0.994337 0.10625 0.00199057 0.0104682 0.0792908 0.996797 ,-3.11709 0.182397 -3.75926 ,0.0472799 -0.0474432 -0.0682 ,0.0455748 -0.0711618 -0.0446813 ,-3.9266 2.87605 0.00916928 ,19.3055
V 209 :-0.0847942 0.996191 -0.0203467 0.016263 -0.0190338 -0.999687 -0.996266 -0.0850986 -0.0145872 ,-0.999525 0.0296153 -0.00852233 0.00750192 -0.0343975 -0.99938 -0.0298901 -0.998969 0.0341589 ,-0.999525 0.00750192 -0.0298901 0.0296153 -0.0343975 -0.998969 -0.00852233 -0.99938 0.0341589 ,0.114654 0.992168 -0.0495617 -0.993317 0.115168 0.00762524 0.0132734 0.0483562 0.998742 ,-3.1303 0.0636897 -4.05464 ,0.0472799 -0.0474432 -0.0682 ,0.0455748 -0.0711618 -0.0446813 ,-4.2428 2.82835 -0.0117055 ,19.3055
V 210 :-0.0629653 0.997663 -0.0265391 0.0180424 -0.0254496 -0.999513 -0.997853 -0.0634135 -0.0163979 ,-0.999525 0.0296153 -0.00852233 0.00750192 -0.0343975 -0.99938 -0.0298901 -0.998969 0.0341589 ,-0.999525 0.00750192 -0.0298901 0.0296153 -0.0343975 -0.998969 -0.00852233 -0.99938 0.0341589 ,0.0928967 0.994339 -0.0515802 -0.995485 0.0937696 0.0147652 0.0195183 0.0499757 0.99856 ,-3.03226 0.0948902 -4.31231 ,0.0472799 -0.0474432 -0.0682 ,0.0455748 -0.0711618 -0.0446813 ,-4.43147 2.80683 -0.00905801 ,19.3055
V 211 :-0.0154788 0.999837 -0.00935812 -0.00124686 -0.00937854 -0.999955 -0.99988 -0.0154665 0.00139173 ,-0.999525 0.0296153 -0.00852233 0.00750192 -0.0343975 -0.99938 -0.0298901 -0.998969 0.0341589 ,-0.999525 0.00750192 -0.0298901 0.0296153 -0.0343975 -0.998969 -0.00852233 -0.99938 0.0341589 ,0.0453486 0.998433 -0.0327769 -0.99897 0.0453836 0.00032347 0.0018105 0.0327284 0.999463 ,-2.83167 -0.00391991 -4.75705 ,0.0472799 -0.0474432 -0.0682 ,0.0455748 -0.0711618 -0.0446813 ,-4.73279 2.80637 0.0231058 ,19.3055
V 212 :0.0142499 0.999665 -0.0216075 -0.0251302 -0.0212448 -0.999458 -0.999583 0.0147851 0.0248189 ,-0.999525 0.0296153 -0.00852233 0.00750192 -0.0343975 -0.99938 -0.0298901 -0.998969 0.0341589 ,-0.999525 0.00750192 -0.0298901 0.0296153 -0.0343975 -0.998969 -0.00852233 -0.99938 0.0341589 ,0.015446 0.999839 -0.00915155 -0.999792 0.0155663 0.0132172 0.0133575 0.00894549 0.999871 ,-2.69586 -0.113199 -5.03205 ,0.0472799 -0.0474432 -0.0682 ,0.0455748 -0.0711618 -0.0446813 ,-4.92434 2.81422 -0.00179466 ,19.3055
V 213 :0.00303833 0.999417 -0.0340062 0.0061492 -0.0340244 -0.999402 -0.999977 0.00282738 -0.00624909 ,-0.999525 0.0296153 -0.00852233 0.00750192 -0.0343975 -0.99938 -0.0298901 -0.998969 0.0341589 ,-0.999525 0.00750192 -0.0298901 0.0296153 -0.0343975 -0.998969 -0.00852233 -0.99938 0.0341589 ,0.0268987 0.998824 -0.0403295 -0.999282 0.027944 0.0255825 0.0266794 0.0396124 0.998859 ,-2.7613 0.0808875 -5.25055 ,0.0472799 -0.0474432 -0.0682 ,0.0455748 -0.0711618 -0.0446813 ,-5.17448 2.82596 0.000360607 ,19.3055
V 214 :-0.0116614 0.999878 -0.0103582 0.0220156 -0.0100996 -0.999707 -0.99969 -0.011886 -0.0218953 ,-0.999525 0.0296153 -0.00852233 0.00750192 -0.0343975 -0.99938 -0.0298901 -0.998969 0.0341589 ,-0.999525 0.00750192 -0.0298901 0.0296153 -0.0343975 -0.998969 -0.00852233 -0.99938 0.0341589 ,0.0417019 0.997557 -0.056051 -0.999124 0.0418329 0.00116605 0.00350798 0.0559532 0.998427 ,-2.84985 0.0973474 -5.50612 ,0.0472799 -0.0474432 -0.0682 ,0.0455748 -0.0711618 -0.0446813 ,-5.4732 2.8336 -0.00432481 ,19.3055
V 215 :0.0268558 0.999481 -0.0178143 0.0141918 -0.0182001 -0.999734 -0.999539 0.0265959 -0.0146733 ,-0.999525 0.0296153 -0.00852233 0.00750192 -0.0343975 -0.99938 -0.0298901 -0.998969 0.0341589 ,-0.999525 0.00750192 -0.0298901 0.0296153 -0.0343975 -0.998969 -0.00852233 -0.99938 0.0341589 ,0.00313971 0.998816 -0.0485551 -0.999937 0.00365751 0.0105794 0.0107445 0.0485189 0.998764 ,-2.63915 0.0628755 -5.81243 ,0.0472799 -0.0474432 -0.0682 ,0.0455748 -0.0711618 -0.0446813 ,-5.671 2.83982 -0.0218539 ,19.3055
V 216 :0.0725113 0.997362 -0.00332903 0.0312174 -0.00560575 -0.999497 -0.996879 0.0723708 -0.0315416 ,-0.999525 0.0296153 -0.00852233 0.00750192 -0.0343975 -0.99938 -0.0298901 -0.998969 0.0341589 ,-0.999525 0.00750192 -0.0298901 0.0296153 -0.0343975 -0.998969 -0.00852233 -0.99938 0.0341589 ,-0.0424458 0.996925 -0.0658683 -0.999094 -0.0425662 -0.000425459 -0.00322791 0.0657906 0.997828 ,-2.37328 0.153101 -6.11743 ,0.0472799 -0.0474432 -0.0682 ,0.0455748 -0.0711618 -0.0446813 ,-5.86109 2.85308 0.00158355 ,19.3055
V 217 :0.135254 0.990403 -0.0284192 0.0191298 -0.0312877 -0.999327 -0.990626 0.13462 -0.0231781 ,-0.999525 0.0296153 -0.00852233 0.00750192 -0.0343975 -0.99938 -0.0298901 -0.998969 0.0341589 ,-0.999525 0.00750192 -0.0298901 0.0296153 -0.0343975 -0.998969 -0.00852233 -0.99938 0.0341589 ,-0.105437 0.992953 -0.0541093 -0.994191 -0.104074 0.0274262 0.0216016 0.0566868 0.998158 ,-1.99032 0.175678 -6.50734 ,0.0472799 -0.0474432 -0.0682 ,0.0455748 -0.0711618 -0.0446813 ,-6.10745 2.89186 0.0158178 ,19.3055
V 219 :0.135297 0.990799 -0.00360859 -0.00589684 -0.00283678 -0.999979 -0.990788 0.135316 0.00545868 ,-0.999525 0.0296153 -0.00852233 0.00750192 -0.0343975 -0.99938 -0.0298901 -0.998969 0.0341589 ,-0.999525 0.00750192 -0.0298901 0.0296153 -0.0343975 -0.998969 -0.00852233 -0.99938 0.0341589 ,-0.105663 0.993976 -0.0291042 -0.994394 -0.105736 -0.000986641 -0.00405805 0.0288367 0.999576 ,-1.9988 -0.0729784 -6.96408 ,0.0472799 -0.0474432 -0.0682 ,0.0455748 -0.0711618 -0.0446813 ,-6.55567 2.9603 0.0047249 ,19.3055
V 220 :0.103716 0.994607 -0.000542261 0.0141421 -0.00201987 -0.999898 -0.994506 0.103698 -0.0142754 ,-0.999525 0.0296153 -0.00852233 0.00750192 -0.0343975 -0.99938 -0.0298901 -0.998969 0.0341589 ,-0.999525 0.00750192 -0.0298901 0.0296153 -0.0343975 -0.998969 -0.00852233 -0.99938 0.0341589 ,-0.073835 0.996067 -0.0489885 -0.997249 -0.074066 -0.00291554 -0.00653246 0.0486385 0.998795 ,-2.21179 0.0684694 -7.01374 ,0.0472799 -0.0474432 -0.0682 ,0.0455748 -0.0711618 -0.0446813 ,-6.67472 2.96736 0.0155261 ,19.3055
V 221 :0.0868939 0.996134 0.0129206 0.014382 0.0117139 -0.999828 -0.996114 0.0870649 -0.0133086 ,-0.999525 0.0296153 -0.00852233 0.00750192 -0.0343975 -0.99938 -0.0298901 -0.998969 0.0341589 ,-0.999525 0.00750192 -0.0298901 0.0296153 -0.0343975 -0.998969 -0.00852233 -0.99938 0.0341589 ,-0.0569708 0.997166 -0.0491399 -0.998175 -0.0578773 -0.017222 -0.0200173 0.048069 0.998643 ,-2.32326 0.0275309 -7.09713 ,0.0472799 -0.0474432 -0.0682 ,0.0455748 -0.0711618 -0.0446813 ,-6.7967 2.97247 0.0120452 ,19.3055
V 222 :0.0559893 0.998258 0.0186183 -0.00707636 0.0190438 -0.999794 -0.998406 0.055846 0.00813019 ,-0.999525 0.0296153 -0.00852233 0.00750192 -0.0343975 -0.99938 -0.0298901 -0.998969 0.0341589 ,-0.999525 0.00750192 -0.0298901 0.0296153 -0.0343975 -0.998969 -0.00852233 -0.99938 0.0341589 ,-0.0261733 0.999279 -0.0275097 -0.99931 -0.0268797 -0.0256319 -0.0263528 0.0268199 0.999293 ,-2.53295 -0.164829 -7.21171 ,0.0472799 -0.0474432 -0.0682 ,0.0455748 -0.0711618 -0.0446813 ,-6.98849 2.97691 -0.0112433 ,19.3055
V 223 :0.0144742 0.99915 0.0386015 0.0202577 0.0383046 -0.999061 -0.99969 0.0152426 -0.0196861 ,-0.999525 0.0296153 -0.00852233 0.00750192 -0.0343975 -0.99938 -0.0298901 -0.998969 0.0341589 ,-0.999525 0.00750192 -0.0298901 0.0296153 -0.0343975 -0.998969 -0.00852233 -0.99938 0.0341589 ,0.0155655 0.998392 -0.0545169 -0.998844 0.0130457 -0.0462753 -0.0454897 0.0551741 0.99744 ,-2.82018 -0.0229651 -7.28098 ,0.0472799 -0.0474432 -0.0682 ,0.0455748 -0.0711618 -0.0446813 ,-7.16954 2.97402 -0.00684762 ,19.3055
V 224 :-0.00123518 0.999912 0.0132521 0.0376733 0.0132892 -0.999202 -0.99929 -0.00073496 -0.0376865 ,-0.999525 0.0296153 -0.00852233 0.00750192 -0.0343975 -0.99938 -0.0298901 -0.998969 0.0341589 ,-0.999525 0.00750192 -0.0298901 0.0296153 -0.0343975 -0.998969 -0.00852233 -0.99938 0.0341589 ,0.0313861 0.996927 -0.0717741 -0.999315 0.0298898 -0.0218277 -0.0196153 0.07241 0.997182 ,-2.94429 0.199854 -7.40057 ,0.0472799 -0.0474432 -0.0682 ,0.0455748 -0.0711618 -0.0446813 ,-7.34017 2.98263 0.0104136 ,19.3055
V 225 :-0.0183255 0.999348 0.0311109 0.00893384 0.0312785 -0.999471 -0.999792 -0.0180379 -0.0095013 ,-0.999525 0.0296153 -0.00852233 0.00750192 -0.0343975 -0.99938 -0.0298901 -0.998969 0.0341589 ,-0.999525 0.00750192 -0.0298901 0.0296153 -0.0343975 -0.998969 -0.00852233 -0.99938 0.0341589 ,0.0482678 0.997912 -0.042924 -0.9981 0.0465394 -0.0403921 -0.0383101 0.0447921 0.998262 ,-3.08155 -0.0849234 -7.53197 ,0.0472799 -0.0474432 -0.0682 ,0.0455748 -0.0711618 -0.0446813 ,-7.51922 2.99333 -0.0110345 ,19.3055
V 226 :-0.0729596 0.996622 0.0377077 -0.0220581 0.0361868 -0.999102 -0.997091 -0.0737259 0.0193433 ,-0.999525 0.0296153 -0.00852233 0.00750192 -0.0343975 -0.99938 -0.0298901 -0.998969 0.0341589 ,-0.999525 0.00750192 -0.0298901 0.0296153 -0.0343975 -0.998969 -0.00852233 -0.99938 0.0341589 ,0.102563 0.994661 -0.0113934 -0.993673 0.10192 -0.0471763 -0.0457632 0.0161599 0.998822 ,-3.50663 -0.356519 -7.52614 ,0.0472799 -0.0474432 -0.0682 ,0.0455748 -0.0711618 -0.0446813 ,-7.70235 3.00324 -0.0305265 ,19.3055
V 227 :-0.0928992 0.99455 0.0473361 -0.0120714 0.0464132 -0.998849 -0.995602 -0.0933637 0.00769374 ,-0.999525 0.0296153 -0.00852233 0.00750192 -0.0343975 -0.99938 -0.0298901 -0.998969 0.0341589 ,-0.999525 0.00750192 -0.0298901 0.0296153 -0.0343975 -0.998969 -0.00852233 -0.99938 0.0341589 ,0.122523 0.99224 -0.0211531 -0.990938 0.121125 -0.0580495 -0.0550369 0.0280739 0.99809 ,-3.66761 -0.302898 -7.57446 ,0.0472799 -0.0474432 -0.0682 ,0.0455748 -0.0711618 -0.0446813 ,-7.82144 3.00569 -0.0215603 ,19.3055
V 228 :-0.124709 0.98993 0.0669727 0.00875312 0.0685947 -0.997606 -0.992155 -0.123824 -0.0172195 ,-0.999525 0.0296153 -0.00852233 0.00750192 -0.0343975 -0.99938 -0.0298901 -0.998969 0.0341589 ,-0.999525 0.00750192 -0.0298901 0.0296153 -0.0343975 -0.998969 -0.00852233 -0.99938 0.0341589 ,0.154371 0.987138 -0.0415759 -0.985245 0.150654 -0.0812184 -0.0739102 0.0535002 0.995829 ,-3.91939 -0.18371 -7.62706 ,0.0472799 -0.0474432 -0.0682 ,0.0455748 -0.0711618 -0.0446813 ,-7.99305 3.0001 -0.000440972 ,19.3055
